Alpha-3 code;Cancer code;Population code (ISO/UN);Country;Label;Sex;Number;MIR;Crude rate;Cumulative risk;indicator
BWA;27;72;72;Botswana;0;76;20.16666667;64;12;MIR
BRA;27;76;76;Brazil;0;19958;4.821428571;189;11;MIR
BLZ;27;84;84;Belize;0;29;Inf;142;12;MIR
SLB;27;90;90;Solomon Islands;0;27;3.771428571;74;17;MIR
BRN;27;96;96;Brunei Darussalam;0;11;Inf;48;22;MIR
BGR;27;100;100;Bulgaria;0;1302;3.341463415;392;13;MIR
MMR;27;104;104;Myanmar;0;392;0.095238095;15;16;MIR
BDI;27;108;108;Burundi;0;475;5.744186047;76;26;MIR
BLR;27;112;112;Belarus;0;1134;6.416666667;258;18;MIR
KHM;27;116;116;Cambodia;0;112;2;13;19;MIR
CMR;27;120;120;Cameroon;0;1131;3.949152542;81;25;MIR
CAN;27;124;124;Canada;0;5847;0.188679245;307;62;MIR
CPV;27;132;132;Cape Verde;0;36;Inf;126;18;MIR
CAF;27;140;140;Central African Republic;0;174;10.76190476;7;23;MIR
LKA;27;144;144;Sri Lanka;0;422;0.771428571;41;29;MIR
TCD;27;148;148;Chad;0;1514;11.48837209;174;63;MIR
CHL;27;152;152;Chile;0;2703;4.71875;285;11;MIR
CHN;27;156;160;China;0;47522;1.434782609;66;23;MIR
COL;27;170;170;Colombia;0;4304;2.392156863;17;99;MIR
COM;27;174;174;Comoros;0;38;Inf;83;21;MIR
COG;27;178;178;Congo, Republic of;0;252;8.793103448;87;24;MIR
COD;27;180;180;Congo, Democratic People Republic of;0;4793;5.688888889;101;25;MIR
CRI;27;188;188;Costa Rica;0;487;4.625;188;79;MIR
HRV;27;191;191;Croatia;0;908;4.305555556;463;14;MIR
CUB;27;192;192;Cuba;0;3548;4.418181818;632;21;MIR
CYP;27;196;196;Cyprus;0;195;Inf;319;11;MIR
CZE;27;203;203;Czechia;0;1622;2.581395349;307;11;MIR
BEN;27;204;204;Benin;0;610;5.743589744;96;24;MIR
DNK;27;208;208;Denmark;0;1381;48.66666667;476;11;MIR
DOM;27;214;214;Dominican Republic;0;2120;3.380434783;384;25;MIR
ECU;27;218;218;Ecuador;0;1362;4.357142857;15;8;MIR
SLV;27;222;222;El Salvador;0;334;4.588235294;109;54;MIR
GNQ;27;226;226;Equatorial Guinea;0;45;12.92857143;54;21;MIR
ETH;27;231;231;Ethiopia;0;1397;0.830508475;23;56;MIR
ERI;27;232;232;Eritrea;0;71;1.446808511;39;72;MIR
EST;27;233;233;Estonia;0;352;6.382352941;56;2;MIR
FJI;27;242;242;Fiji;0;46;2.869565217;10;13;MIR
FIN;27;246;246;Finland;0;932;2.96969697;34;76;MIR
FRA;27;250;250;France (metropolitan);0;9264;2.484848485;292;59;MIR
GUF;27;254;254;French Guyana;0;28;Inf;18;14;MIR
PYF;27;258;258;French Polynesia;0;38;Inf;264;19;MIR
DJI;27;262;262;Djibouti;0;26;3.227272727;49;87;MIR
GAB;27;266;266;Gabon;0;69;2.673913043;58;15;MIR
GEO;27;268;268;Georgia;0;482;4.34375;255;14;MIR
GMB;27;270;270;The Republic of the Gambia;0;30;Inf;24;54;MIR
PSE;27;275;275;Gaza Strip and West Bank;0;74;4;27;49;MIR
DEU;27;276;276;Germany;0;18015;2.636363636;434;1;MIR
GHA;27;288;288;Ghana;0;1233;11.4;75;18;MIR
GRC;27;300;300;Greece;0;1945;6.357142857;384;71;MIR
GLP;27;312;312;France, Guadeloupe;0;101;Inf;549;18;MIR
GUM;27;316;316;Guam;0;20;Inf;231;7;MIR
GTM;27;320;320;Guatemala;0;807;5.894736842;88;83;MIR
GIN;27;324;324;Guinea;0;418;0.434782609;62;19;MIR
GUY;27;328;328;Guyana;0;89;Inf;223;17;MIR
HTI;27;332;332;Haiti;0;1513;7.326530612;262;21;MIR
HND;27;340;340;Honduras;0;552;3.222222222;108;13;MIR
HUN;27;348;348;Hungary;0;1554;2.634615385;34;13;MIR
ISL;27;352;352;Iceland;0;68;0.518518519;392;84;MIR
IND;27;356;356;India;0;18386;3.857142857;25;29;MIR
IDN;27;360;360;Indonesia;0;4860;14;35;31;MIR
IRN;27;364;364;Iran, Islamic Republic of;0;4743;8.583333333;109;73;MIR
IRQ;27;368;368;Iraq;0;426;3.5;2;3;MIR
IRL;27;372;372;Ireland;0;592;4.125;237;65;MIR
ISR;27;376;376;Israel;0;544;2.52;122;46;MIR
ITA;27;380;380;Italy;0;8196;2.275862069;279;49;MIR
CIV;27;384;384;Côte d'Ivoire;0;2216;4.64556962;159;42;MIR
JAM;27;388;388;Jamaica;0;829;11.96774194;56;33;MIR
JPN;27;392;392;Japan;0;14095;2.315789474;23;29;MIR
KAZ;27;398;398;Kazakhstan;0;639;18.75;69;87;MIR
JOR;27;400;400;Jordan;0;154;1.75;3;28;MIR
KEN;27;404;404;Kenya;0;2029;6.777777778;73;19;MIR
PRK;27;408;408;Korea, Democratic People Republic of;0;267;0.142857143;21;17;MIR
KOR;27;410;410;Korea, Republic of;0;2715;2.588235294;106;25;MIR
KWT;27;414;414;Kuwait;0;53;Inf;2;28;MIR
KGZ;27;417;417;Kyrgyzstan;0;77;1.607142857;23;47;MIR
LAO;27;418;418;Lao People's Democratic Republic;0;39;0.703703704;1;13;MIR
LBN;27;422;422;Lebanon;0;370;3.444444444;11;57;MIR
LSO;27;426;426;Lesotho;0;103;5.705882353;96;15;MIR
LVA;27;428;428;Latvia;0;471;5.045454545;552;23;MIR
LBR;27;430;430;Liberia;0;258;4.072727273;97;24;MIR
LBY;27;434;434;Libya;0;184;0.285714286;52;42;MIR
LTU;27;440;440;Lithuania;0;545;5.212121212;443;18;MIR
LUX;27;442;442;Luxembourg;0;62;2.785714286;191;61;MIR
MDG;27;450;450;Madagascar;0;1404;4.240740741;96;24;MIR
MWI;27;454;454;Malawi;0;552;11.66666667;55;17;MIR
MYS;27;458;458;Malaysia;0;1058;2.192307692;62;31;MIR
MDV;27;462;462;Maldives;0;10;Inf;3;33;MIR
MLI;27;466;466;Mali;0;419;2.220338983;39;13;MIR
MLT;27;470;470;Malta;0;55;3.347826087;247;62;MIR
MTQ;27;474;474;France, Martinique;0;106;6.074074074;617;11;MIR
MRT;27;478;478;Mauritania;0;146;3.195652174;59;16;MIR
MUS;27;480;480;Mauritius;0;118;2.590909091;188;9;MIR
MEX;27;484;484;Mexico;0;7358;3.129032258;114;82;MIR
MNG;27;496;496;Mongolia;0;19;0.333333333;11;12;MIR
MDA;27;498;498;Moldova;0;373;19.14285714;194;17;MIR
MNE;27;499;499;Montenegro;0;91;5.269230769;293;1;MIR
MAR;27;504;504;Morocco;0;2030;3.483870968;108;59;MIR
MOZ;27;508;508;Mozambique;0;1037;5.105263158;64;22;MIR
OMN;27;512;512;Oman;0;86;1.763157895;25;7;MIR
NAM;27;516;516;Namibia;0;143;23.58333333;112;23;MIR
NPL;27;524;524;Nepal;0;179;0.652173913;13;17;MIR
NLD;27;528;528;The Netherlands;0;3258;38;38;86;MIR
NCL;27;540;540;New Caledonia;0;20;Inf;137;73;MIR
VUT;27;548;548;Vanuatu;0;7;Inf;43;8;MIR
NZL;27;554;554;New Zealand;0;809;2.688888889;336;88;MIR
NIC;27;558;558;Nicaragua;0;354;3.195121951;106;11;MIR
NER;27;562;562;Niger;0;180;0.928571429;14;43;MIR
NGA;27;566;566;Nigeria;0;11443;9.964285714;104;31;MIR
NOR;27;578;578;Norway;0;1116;3.159090909;40;86;MIR
PAK;27;586;586;Pakistan;0;2522;1.137931034;21;37;MIR
PAN;27;591;591;Panama;0;390;2.755555556;175;11;MIR
PNG;27;598;598;Papua New Guinea;0;331;2.839285714;7;12;MIR
PRY;27;600;600;Paraguay;0;650;57.66666667;175;13;MIR
PER;27;604;604;Peru;0;2460;2.333333333;147;71;MIR
PHL;27;608;608;Philippines;0;3850;0.454545455;68;62;MIR
POL;27;616;616;Poland;0;7823;6.407407407;428;17;MIR
PRT;27;620;620;Portugal;0;2083;4.111111111;434;78;MIR
GNB;27;624;624;Guinea-Bissau;0;54;8.047619048;53;19;MIR
TLS;27;626;626;Timor-Leste;0;12;Inf;17;25;MIR
PRI;27;630;630;Puerto Rico;0;590;21.5;44;98;MIR
QAT;27;634;634;Qatar;0;17;Inf;76;2;MIR
REU;27;638;638;France, La Réunion;0;110;Inf;25;99;MIR
ROU;27;642;642;Romania;0;2854;3.967741935;309;12;MIR
RUS;27;643;643;Russian Federation;0;14635;3.628571429;217;15;MIR
RWA;27;646;646;Rwanda;0;635;9.958333333;95;24;MIR
LCA;27;662;662;Saint Lucia;0;49;3.229885057;538;21;MIR
STP;27;678;678;Sao Tome and Principe;0;8;Inf;7;17;MIR
SAU;27;682;682;Saudi Arabia;0;213;5.5;1;11;MIR
SEN;27;686;686;Senegal;0;494;3.208333333;57;15;MIR
SRB;27;688;688;Serbia;0;1197;3.166666667;283;11;MIR
SLE;27;694;694;Sierra Leone;0;184;Inf;44;15;MIR
SGP;27;702;702;Singapore;0;480;2.157894737;154;63;MIR
SVK;27;703;703;Slovakia;0;944;6.259259259;355;16;MIR
VNM;27;704;704;Viet Nam;0;2800;6;57;32;MIR
SVN;27;705;705;Slovenia;0;483;2.901960784;466;11;MIR
SOM;27;706;706;Somalia;0;413;2.298245614;49;12;MIR
ZAF;27;710;710;South Africa;0;5411;4.148648649;181;25;MIR
ZWE;27;716;716;Zimbabwe;0;887;4.376470588;121;37;MIR
ESP;27;724;724;Spain;0;6217;2.923076923;271;62;MIR
SSD;27;728;728;South Sudan;0;367;5.259259259;63;13;MIR
SDN;27;729;729;Sudan;0;716;1.967741935;31;58;MIR
SUR;27;740;740;Suriname;0;95;15.85714286;317;22;MIR
SWZ;27;748;748;Eswatini;0;57;3.342465753;98;19;MIR
SWE;27;752;752;Sweden;0;2475;4.060606061;483;78;MIR
CHE;27;756;756;Switzerland;0;1472;4.125;338;66;MIR
SYR;27;760;760;Syrian Arab Republic;0;529;4.941176471;55;62;MIR
TJK;27;762;762;Tajikistan;0;50;9.5;1;22;MIR
THA;27;764;764;Thailand;0;3829;2.115384615;112;39;MIR
TGO;27;768;768;Togo;0;294;2.558823529;68;2;MIR
TTO;27;780;780;Trinidad and Tobago;0;370;6.211538462;533;24;MIR
ARE;27;784;784;United Arab Emirates;0;62;4;89;2;MIR
TUN;27;788;788;Tunisia;0;584;3.947368421;98;42;MIR
TUR;27;792;792;Türkiye;0;5428;6.5625;129;83;MIR
TKM;27;795;795;Turkmenistan;0;68;1.36;22;38;MIR
UGA;27;800;800;Uganda;0;1554;7.485714286;65;29;MIR
UKR;27;804;804;Ukraine;0;4166;38;208;15;MIR
MKD;27;807;807;North Macedonia;0;272;6.227272727;261;13;MIR
EGY;27;818;818;Egypt;0;2102;3.047619048;39;24;MIR
GBR;27;826;826;United Kingdom;0;13237;3.470588235;391;84;MIR
TZA;27;834;834;Tanzania, United Republic of;0;2808;4.257575758;89;27;MIR
USA;27;840;840;United States of America;0;33746;1.928571429;204;7;MIR
BFA;27;854;854;Burkina Faso;0;772;0.531914894;7;25;MIR
URY;27;858;858;Uruguay;0;640;4.045454545;379;14;MIR
UZB;27;860;860;Uzbekistan;0;607;2.038461538;35;59;MIR
VEN;27;862;862;Venezuela;0;3781;3.734375;263;19;MIR
WSM;27;882;882;Samoa;0;13;Inf;124;12;MIR
YEM;27;887;887;Yemen;0;111;0.463414634;71;16;MIR
ZMB;27;894;894;Zambia;0;863;3.87628866;9;37;MIR
;;;;Total;;396987;2.027777778;10;61;MIR
AFG;9;4;4;Afghanistan;0;285;0.378378378;7;16;MIR
ALB;9;8;8;Albania;0;133;22;46;26;MIR
DZA;9;12;12;Algeria;0;1665;0.87804878;37;38;MIR
AGO;9;24;24;Angola;0;201;0.131868132;57;17;MIR
AZE;9;31;31;Azerbaijan;0;369;1;36;35;MIR
ARG;9;32;32;Argentina;0;1153;0.204819277;25;19;MIR
AUS;9;36;36;Australia;0;1826;2.066666667;7;32;MIR
AUT;9;40;40;Austria;0;777;0.214285714;86;34;MIR
BHS;9;44;44;Bahamas;0;15;Inf;38;39;MIR
BHR;9;48;48;Bahrain;0;23;1.533333333;13;24;MIR
BGD;9;50;50;Bangladesh;0;1526;2.540540541;91;1;MIR
ARM;9;51;51;Armenia;0;144;0.5625;49;33;MIR
BRB;9;52;52;Barbados;0;24;2.4;83;44;MIR
BEL;9;56;56;Belgium;0;881;1.421052632;76;28;MIR
BTN;9;64;64;Bhutan;0;14;Inf;18;23;MIR
BOL;9;68;68;Bolivia;0;52;0.862745098;43;7;MIR
BIH;9;70;70;Bosnia Herzegovina;0;517;8.375;159;8;MIR
BWA;9;72;72;Botswana;0;16;3.115384615;66;1;MIR
BRA;9;76;76;Brazil;0;9947;0.380952381;46;36;MIR
BLZ;9;84;84;Belize;0;0;Inf;0;0;MIR
SLB;9;90;90;Solomon Islands;0;5;Inf;69;24;MIR
BRN;9;96;96;Brunei Darussalam;0;41;Inf;92;94;MIR
BGR;9;100;100;Bulgaria;0;795;4.181818182;116;53;MIR
MMR;9;104;104;Myanmar;0;1645;0.659574468;3;32;MIR
BDI;9;108;108;Burundi;0;117;1.769230769;93;26;MIR
BLR;9;112;112;Belarus;0;1276;4.923076923;135;82;MIR
KHM;9;116;116;Cambodia;0;457;7;27;36;MIR
CMR;9;120;120;Cameroon;0;232;0.195402299;83;19;MIR
CAN;9;124;124;Canada;0;3762;1.727272727;98;34;MIR
CPV;9;132;132;Cape Verde;0;4;2.53125;7;9;MIR
CAF;9;140;140;Central African Republic;0;53;1.615384615;11;24;MIR
LKA;9;144;144;Sri Lanka;0;630;0.08;29;23;MIR
TCD;9;148;148;Chad;0;82;1.564516129;47;9;MIR
CHL;9;152;152;Chile;0;942;4.5;49;3;MIR
CHN;9;156;160;China;0;120491;1.34375;85;46;MIR
COL;9;170;170;Colombia;0;1397;0.181818182;27;23;MIR
COM;9;174;174;Comoros;0;5;0.75;55;16;MIR
COG;9;178;178;Congo, Republic of;0;48;0.8125;83;16;MIR
COD;9;180;180;Congo, Democratic People Republic of;0;943;0.166666667;99;22;MIR
CRI;9;188;188;Costa Rica;0;179;0.328358209;35;24;MIR
HRV;9;191;191;Croatia;0;750;4.0625;185;74;MIR
CUB;9;192;192;Cuba;0;370;0.153061224;33;16;MIR
CYP;9;196;196;Cyprus;0;62;0.25;51;26;MIR
CZE;9;203;203;Czechia;0;1264;2.421052632;118;54;MIR
BEN;9;204;204;Benin;0;115;0.204545455;9;18;MIR
DNK;9;208;208;Denmark;0;442;0.964285714;76;29;MIR
DOM;9;214;214;Dominican Republic;0;84;5.230769231;76;8;MIR
ECU;9;218;218;Ecuador;0;286;0.212121212;16;15;MIR
SLV;9;222;222;El Salvador;0;58;1.604166667;89;8;MIR
GNQ;9;226;226;Equatorial Guinea;0;11;Inf;73;16;MIR
ETH;9;231;231;Ethiopia;0;2026;2.454545455;17;31;MIR
ERI;9;232;232;Eritrea;0;56;1.846153846;15;26;MIR
EST;9;233;233;Estonia;0;186;3.357142857;141;54;MIR
FJI;9;242;242;Fiji;0;29;Inf;32;42;MIR
FIN;9;246;246;Finland;0;535;1.882352941;96;36;MIR
FRA;9;250;250;France (metropolitan);0;5624;2.636363636;86;31;MIR
GUF;9;254;254;French Guyana;0;6;Inf;19;8;MIR
PYF;9;258;258;French Polynesia;0;10;Inf;35;26;MIR
DJI;9;262;262;Djibouti;0;21;0.26744186;21;29;MIR
GAB;9;266;266;Gabon;0;15;4.083333333;64;14;MIR
GEO;9;268;268;Georgia;0;318;3.25;8;44;MIR
GMB;9;270;270;The Republic of the Gambia;0;21;1.363636364;82;16;MIR
PSE;9;275;275;Gaza Strip and West Bank;0;106;1;2;38;MIR
DEU;9;276;276;Germany;0;8853;0.918918919;106;39;MIR
GHA;9;288;288;Ghana;0;323;0.246153846;1;17;MIR
GRC;9;300;300;Greece;0;456;13;44;14;MIR
GLP;9;312;312;France, Guadeloupe;0;22;0.03030303;55;2;MIR
GUM;9;316;316;Guam;0;7;Inf;41;36;MIR
GTM;9;320;320;Guatemala;0;49;17.5;26;4;MIR
GIN;9;324;324;Guinea;0;67;23.25;48;1;MIR
GUY;9;328;328;Guyana;0;8;1.268656716;1;7;MIR
HTI;9;332;332;Haiti;0;74;14;63;14;MIR
HND;9;340;340;Honduras;0;82;1.542372881;8;1;MIR
HUN;9;348;348;Hungary;0;1711;4.625;178;88;MIR
ISL;9;352;352;Iceland;0;9;5;26;9;MIR
IND;9;356;356;India;0;17738;0.279069767;13;14;MIR
IDN;9;360;360;Indonesia;0;8669;0.035714286;31;33;MIR
IRN;9;364;364;Iran, Islamic Republic of;0;1766;19;21;2;MIR
IRQ;9;368;368;Iraq;0;511;0.090909091;12;22;MIR
IRL;9;372;372;Ireland;0;774;4.5;154;75;MIR
ISR;9;376;376;Israel;0;281;0.211764706;32;17;MIR
ITA;9;380;380;Italy;0;5312;1.5625;88;26;MIR
CIV;9;384;384;Côte d'Ivoire;0;203;0.341463415;73;15;MIR
JAM;9;388;388;Jamaica;0;109;0.756756757;37;32;MIR
JPN;9;392;392;Japan;0;17336;0.775510204;138;44;MIR
KAZ;9;398;398;Kazakhstan;0;834;0.402173913;43;46;MIR
JOR;9;400;400;Jordan;0;178;0.71875;17;25;MIR
KEN;9;404;404;Kenya;0;724;0.287234043;13;28;MIR
PRK;9;408;408;Korea, Democratic People Republic of;0;2117;2.115384615;82;66;MIR
KOR;9;410;410;Korea, Republic of;0;4474;0.971428571;87;33;MIR
KWT;9;414;414;Kuwait;0;61;1.333333333;14;18;MIR
KGZ;9;417;417;Kyrgyzstan;0;147;27;22;31;MIR
LAO;9;418;418;Lao People's Democratic Republic;0;198;0.606557377;27;41;MIR
LBN;9;422;422;Lebanon;0;143;1.636363636;21;2;MIR
LSO;9;426;426;Lesotho;0;25;0.5;12;14;MIR
LVA;9;428;428;Latvia;0;297;3.4375;161;67;MIR
LBR;9;430;430;Liberia;0;33;0.043478261;62;9;MIR
LBY;9;434;434;Libya;0;213;0.822222222;3;27;MIR
LTU;9;440;440;Lithuania;0;378;0.515789474;142;58;MIR
LUX;9;442;442;Luxembourg;0;33;11;51;24;MIR
MDG;9;450;450;Madagascar;0;261;0.894736842;89;18;MIR
MWI;9;454;454;Malawi;0;168;1.454545455;83;16;MIR
MYS;9;458;458;Malaysia;0;1558;1.448275862;47;43;MIR
MDV;9;462;462;Maldives;0;9;Inf;17;18;MIR
MLI;9;466;466;Mali;0;336;0.373493976;16;34;MIR
MLT;9;470;470;Malta;0;44;2.214285714;99;32;MIR
MTQ;9;474;474;France, Martinique;0;21;Inf;56;21;MIR
MRT;9;478;478;Mauritania;0;46;0.186046512;94;16;MIR
MUS;9;480;480;Mauritius;0;48;0.272727273;38;24;MIR
MEX;9;484;484;Mexico;0;1489;0.017857143;11;12;MIR
MNG;9;496;496;Mongolia;0;30;0.261904762;89;4;MIR
MDA;9;498;498;Moldova;0;470;0.715789474;117;89;MIR
MNE;9;499;499;Montenegro;0;48;12.66666667;76;43;MIR
MAR;9;504;504;Morocco;0;1111;0.295454545;29;27;MIR
MOZ;9;508;508;Mozambique;0;191;0.545454545;58;13;MIR
OMN;9;512;512;Oman;0;82;4.6;15;24;MIR
NAM;9;516;516;Namibia;0;34;1.235294118;13;25;MIR
NPL;9;524;524;Nepal;0;283;0.0625;94;1;MIR
NLD;9;528;528;The Netherlands;0;1722;1.384615385;10;39;MIR
NCL;9;540;540;New Caledonia;0;13;Inf;45;45;MIR
VUT;9;548;548;Vanuatu;0;7;Inf;22;57;MIR
NZL;9;554;554;New Zealand;0;508;3.214285714;104;47;MIR
NIC;9;558;558;Nicaragua;0;82;0.265306122;12;15;MIR
NER;9;562;562;Niger;0;208;0.625;8;15;MIR
NGA;9;566;566;Nigeria;0;2262;1.105263158;1;26;MIR
NOR;9;578;578;Norway;0;506;2.117647059;92;37;MIR
PAK;9;586;586;Pakistan;0;1856;3.666666667;81;11;MIR
PAN;9;591;591;Panama;0;80;3.5;18;16;MIR
PNG;9;598;598;Papua New Guinea;0;158;0.704545455;17;27;MIR
PRY;9;600;600;Paraguay;0;105;0.15625;14;17;MIR
PER;9;604;604;Peru;0;434;8.166666667;13;1;MIR
PHL;9;608;608;Philippines;0;3570;1.028571429;32;41;MIR
POL;9;616;616;Poland;0;5469;4.142857143;145;67;MIR
PRT;9;620;620;Portugal;0;1471;0.576923077;145;48;MIR
GNB;9;624;624;Guinea-Bissau;0;13;0.722222222;63;18;MIR
TLS;9;626;626;Timor-Leste;0;19;Inf;14;17;MIR
PRI;9;630;630;Puerto Rico;0;216;0.383561644;76;31;MIR
QAT;9;634;634;Qatar;0;23;Inf;77;13;MIR
REU;9;638;638;France, La Réunion;0;36;0.02020202;4;22;MIR
ROU;9;642;642;Romania;0;2671;3.222222222;14;68;MIR
RUS;9;643;643;Russian Federation;0;16180;4.909090909;111;68;MIR
RWA;9;646;646;Rwanda;0;126;1.142857143;93;18;MIR
LCA;9;662;662;Saint Lucia;0;4;0.141304348;22;1;MIR
STP;9;678;678;Sao Tome and Principe;0;1;Inf;44;11;MIR
SAU;9;682;682;Saudi Arabia;0;808;1.857142857;23;29;MIR
SEN;9;686;686;Senegal;0;181;0.260869565;1;2;MIR
SRB;9;688;688;Serbia;0;1375;5.307692308;159;79;MIR
SLE;9;694;694;Sierra Leone;0;4;Inf;5;1;MIR
SGP;9;702;702;Singapore;0;658;0.857142857;111;59;MIR
SVK;9;703;703;Slovakia;0;842;3.526315789;154;78;MIR
VNM;9;704;704;Viet Nam;0;4448;1.285714286;45;43;MIR
SVN;9;705;705;Slovenia;0;279;2.5;134;51;MIR
SOM;9;706;706;Somalia;0;243;0.272727273;14;34;MIR
ZAF;9;710;710;South Africa;0;1132;11;19;22;MIR
ZWE;9;716;716;Zimbabwe;0;182;0.96;12;27;MIR
ESP;9;724;724;Spain;0;4314;2.384615385;92;34;MIR
SSD;9;728;728;South Sudan;0;121;0.218390805;1;22;MIR
SDN;9;729;729;Sudan;0;516;1.5;11;16;MIR
SUR;9;740;740;Suriname;0;9;1.166666667;15;2;MIR
SWZ;9;748;748;Eswatini;0;10;0.254901961;84;14;MIR
SWE;9;752;752;Sweden;0;953;1.941176471;93;35;MIR
CHE;9;756;756;Switzerland;0;614;0.257731959;7;28;MIR
SYR;9;760;760;Syrian Arab Republic;0;318;0.375;16;16;MIR
TJK;9;762;762;Tajikistan;0;104;5.333333333;1;16;MIR
THA;9;764;764;Thailand;0;4642;0.918918919;66;38;MIR
TGO;9;768;768;Togo;0;68;0.202702703;78;14;MIR
TTO;9;780;780;Trinidad and Tobago;0;60;0.426229508;43;32;MIR
ARE;9;784;784;United Arab Emirates;0;84;21;83;2;MIR
TUN;9;788;788;Tunisia;0;364;0.425925926;3;22;MIR
TUR;9;792;792;Türkiye;0;3330;5.8;39;31;MIR
TKM;9;795;795;Turkmenistan;0;108;0.037037037;17;23;MIR
UGA;9;800;800;Uganda;0;411;2;85;27;MIR
UKR;9;804;804;Ukraine;0;5239;5.272727273;121;75;MIR
MKD;9;807;807;North Macedonia;0;226;1.696969697;109;67;MIR
EGY;9;818;818;Egypt;0;944;0.018867925;89;1;MIR
GBR;9;826;826;United Kingdom;0;9996;2.894736842;146;57;MIR
TZA;9;834;834;Tanzania, United Republic of;0;532;1.461538462;84;19;MIR
USA;9;840;840;United States of America;0;15045;1.277777778;45;25;MIR
BFA;9;854;854;Burkina Faso;0;65;1.021276596;29;3;MIR
URY;9;858;858;Uruguay;0;237;2.909090909;68;36;MIR
UZB;9;860;860;Uzbekistan;0;742;0.510638298;22;3;MIR
VEN;9;862;862;Venezuela;0;704;0.040816327;24;23;MIR
WSM;9;882;882;Samoa;0;9;Inf;45;64;MIR
YEM;9;887;887;Yemen;0;389;0.958333333;13;26;MIR
ZMB;9;894;894;Zambia;0;158;1.117647059;81;22;MIR
;;;;Total;;343715;0.373493976;44;34;MIR
AFG;2;4;4;Afghanistan;0;39;0.017391304;1;2;MIR
ALB;2;8;8;Albania;0;11;0.011575563;38;2;MIR
DZA;2;12;12;Algeria;0;59;0.009406657;13;1;MIR
AGO;2;24;24;Angola;0;101;0.048780488;29;6;MIR
AZE;2;31;31;Azerbaijan;0;45;0.022727273;44;3;MIR
ARG;2;32;32;Argentina;0;124;0.008068344;27;2;MIR
AUS;2;36;36;Australia;0;118;0.005583127;45;2;MIR
AUT;2;40;40;Austria;0;53;0.007860985;58;2;MIR
BHS;2;44;44;Bahamas;0;0;0;0;0;MIR
BHR;2;48;48;Bahrain;0;0;0;0;0;MIR
BGD;2;50;50;Bangladesh;0;567;0.035271687;34;4;MIR
ARM;2;51;51;Armenia;0;12;0.013561025;4;3;MIR
BRB;2;52;52;Barbados;0;0;0;0;0;MIR
BEL;2;56;56;Belgium;0;39;0.003977461;33;1;MIR
BTN;2;64;64;Bhutan;0;0;0;0;0;MIR
BOL;2;68;68;Bolivia;0;26;0.012256669;22;1;MIR
BIH;2;70;70;Bosnia Herzegovina;0;15;0.008478568;46;2;MIR
BWA;2;72;72;Botswana;0;2;0.011754069;8;2;MIR
BRA;2;76;76;Brazil;0;487;0.007854688;23;2;MIR
BLZ;2;84;84;Belize;0;0;0;0;0;MIR
SLB;2;90;90;Solomon Islands;0;7;0.008941878;97;1;MIR
BRN;2;96;96;Brunei Darussalam;0;1;0.013888889;22;7;MIR
BGR;2;100;100;Bulgaria;0;40;0.011136891;58;3;MIR
MMR;2;104;104;Myanmar;0;93;0.012057272;17;2;MIR
BDI;2;108;108;Burundi;0;20;0.029318542;16;4;MIR
BLR;2;112;112;Belarus;0;66;0.013113526;7;4;MIR
KHM;2;116;116;Cambodia;0;26;0.013206163;15;2;MIR
CMR;2;120;120;Cameroon;0;145;0.00886382;52;13;MIR
CAN;2;124;124;Canada;0;168;0.005471956;44;1;MIR
CPV;2;132;132;Cape Verde;0;2;0.049704142;35;6;MIR
CAF;2;140;140;Central African Republic;0;11;0.043737575;22;4;MIR
LKA;2;144;144;Sri Lanka;0;92;0.002840909;43;3;MIR
TCD;2;148;148;Chad;0;41;0.002546689;24;3;MIR
CHL;2;152;152;Chile;0;49;0.007713499;25;1;MIR
CHN;2;156;160;China;0;3647;0.007010516;26;2;MIR
COL;2;170;170;Colombia;0;130;0.010362694;25;2;MIR
COM;2;174;174;Comoros;0;1;0.020172911;11;3;MIR
COG;2;178;178;Congo, Republic of;0;6;0.019875776;1;2;MIR
COD;2;180;180;Congo, Democratic People Republic of;0;177;0.037291462;19;4;MIR
CRI;2;188;188;Costa Rica;0;15;0.011927181;29;2;MIR
HRV;2;191;191;Croatia;0;22;0.00522705;54;2;MIR
CUB;2;192;192;Cuba;0;87;0.016129032;77;4;MIR
CYP;2;196;196;Cyprus;0;6;0.000705219;49;2;MIR
CZE;2;203;203;Czechia;0;74;0.009345794;69;3;MIR
BEN;2;204;204;Benin;0;53;0.076162216;41;11;MIR
DNK;2;208;208;Denmark;0;24;0.003430532;41;1;MIR
DOM;2;214;214;Dominican Republic;0;11;0.004854369;1;1;MIR
ECU;2;218;218;Ecuador;0;30;0.008837525;17;1;MIR
SLV;2;222;222;El Salvador;0;13;0.012009608;2;1;MIR
GNQ;2;226;226;Equatorial Guinea;0;2;0.012287335;13;1;MIR
ETH;2;231;231;Ethiopia;0;334;0.046488625;28;5;MIR
ERI;2;232;232;Eritrea;0;7;0.026694045;19;3;MIR
EST;2;233;233;Estonia;0;4;0.057761733;3;1;MIR
FJI;2;242;242;Fiji;0;1;0.005175388;11;1;MIR
FIN;2;246;246;Finland;0;22;0.004512975;4;1;MIR
FRA;2;250;250;France (metropolitan);0;354;0.005369551;54;2;MIR
GUF;2;254;254;French Guyana;0;0;0;0;0;MIR
PYF;2;258;258;French Polynesia;0;0;0;0;0;MIR
