Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk,indicator
SLB,17,90,90,Solomon Islands,0,3,0.58,0.42,0,incidence
BRN,17,96,96,Brunei Darussalam,0,23,5.1,5.2,0.56,incidence
BGR,17,100,100,Bulgaria,0,1327,6.5,19.4,0.63,incidence
MMR,17,104,104,Myanmar,0,1560,2.8,2.8,0.29,incidence
BDI,17,108,108,Burundi,0,124,2,0.98,0.21,incidence
BLR,17,112,112,Belarus,0,1383,6.3,14.7,0.68,incidence
KHM,17,116,116,Cambodia,0,279,2,1.6,0.2,incidence
CMR,17,120,120,Cameroon,0,304,1.9,1.1,0.22,incidence
CAN,17,124,124,Canada,0,60024,53.5,156.4,5,incidence
CPV,17,132,132,Cape Verde,0,12,2.6,2.1,0.25,incidence
CAF,17,140,140,Central African Republic,0,34,1.2,0.68,0.15,incidence
LKA,17,144,144,Sri Lanka,0,414,1.3,1.9,0.14,incidence
TCD,17,148,148,Chad,0,44,0.31,0.25,0.02,incidence
CHL,17,152,152,Chile,0,2794,7.2,14.5,0.69,incidence
CHN,17,156,160,China,0,49284,1.9,3.5,0.19,incidence
COL,17,170,170,Colombia,0,3047,4,5.9,0.35,incidence
COM,17,174,174,Comoros,0,20,2.7,2.2,0.27,incidence
COG,17,178,178,"Congo, Republic of",0,10,0.24,0.17,0.03,incidence
COD,17,180,180,"Congo, Democratic People Republic of",0,563,1,0.59,0.12,incidence
CRI,17,188,188,Costa Rica,0,1508,18.4,29.1,2,incidence
HRV,17,191,191,Croatia,0,1297,7.4,32,0.33,incidence
CUB,17,192,192,Cuba,0,3983,16.1,35.2,1.8,incidence
CYP,17,196,196,Cyprus,0,277,8.7,22.6,0.53,incidence
CZE,17,203,203,Czechia,0,4569,13.4,42.6,1.2,incidence
BEN,17,204,204,Benin,0,131,1.6,1,0.21,incidence
DNK,17,208,208,Denmark,0,4876,24.9,83.6,2.2,incidence
DOM,17,214,214,Dominican Republic,0,284,2.2,2.6,0.19,incidence
ECU,17,218,218,Ecuador,0,1275,5.6,7,0.53,incidence
SLV,17,222,222,El Salvador,0,199,2.2,3,0.2,incidence
GNQ,17,226,226,Equatorial Guinea,0,16,1.9,1.1,0.23,incidence
ETH,17,231,231,Ethiopia,0,2544,3.4,2.1,0.37,incidence
ERI,17,232,232,Eritrea,0,60,2.5,1.6,0.27,incidence
EST,17,233,233,Estonia,0,233,5.5,17.6,0.54,incidence
FJI,17,242,242,Fiji,0,8,0.92,0.88,0.11,incidence
FIN,17,246,246,Finland,0,2386,10.9,43,0.9,incidence
FRA,17,250,250,France (metropolitan),0,48454,22.4,73.9,2.3,incidence
GUF,17,254,254,French Guyana,0,26,8.8,8.3,1.1,incidence
PYF,17,258,258,French Polynesia,0,0,0,0,0,incidence
DJI,17,262,262,Djibouti,0,18,2,1.8,0.25,incidence
GAB,17,266,266,Gabon,0,33,2,1.4,0.24,incidence
GEO,17,268,268,Georgia,0,505,5.3,12.7,0.54,incidence
GMB,17,270,270,The Republic of the Gambia,0,4,0.29,0.16,0.03,incidence
PSE,17,275,275,Gaza Strip and West Bank,0,52,1.5,0.97,0.14,incidence
DEU,17,276,276,Germany,0,75850,23.9,90.4,2.4,incidence
GHA,17,288,288,Ghana,0,331,1.4,1,0.15,incidence
GRC,17,300,300,Greece,0,2527,4.9,24.5,0.32,incidence
GLP,17,312,312,"France, Guadeloupe",0,81,8.8,20.3,0.98,incidence
GUM,17,316,316,Guam,0,0,0,0,0,incidence
GTM,17,320,320,Guatemala,0,497,3,2.7,0.21,incidence
GIN,17,324,324,Guinea,0,219,2.8,1.6,0.31,incidence
GUY,17,328,328,Guyana,0,2,0.21,0.25,0.01,incidence
HTI,17,332,332,Haiti,0,107,1.1,0.92,0.08,incidence
HND,17,340,340,Honduras,0,152,1.8,1.5,0.18,incidence
HUN,17,348,348,Hungary,0,3831,15.5,39.9,1.6,incidence
ISL,17,352,352,Iceland,0,114,12.9,33,1.2,incidence
IND,17,356,356,India,0,11595,0.81,0.82,0.09,incidence
IDN,17,360,360,Indonesia,0,7841,2.7,2.8,0.29,incidence
IRN,17,364,364,"Iran, Islamic Republic of",0,4077,4.5,4.7,0.52,incidence
IRQ,17,368,368,Iraq,0,400,1.6,0.95,0.19,incidence
IRL,17,372,372,Ireland,0,4358,37.7,86.8,3.6,incidence
ISR,17,376,376,Israel,0,204,1.5,2.3,0.15,incidence
ITA,17,380,380,Italy,0,29002,12.1,48.1,1.2,incidence
CIV,17,384,384,Côte d'Ivoire,0,269,1.5,0.97,0.18,incidence
JAM,17,388,388,Jamaica,0,71,1.9,2.4,0.22,incidence
JPN,17,392,392,Japan,0,12351,2.3,9.8,0.2,incidence
KAZ,17,398,398,Kazakhstan,0,2109,9,11,1,incidence
JOR,17,400,400,Jordan,0,164,2.2,1.6,0.26,incidence
KEN,17,404,404,Kenya,0,661,2.2,1.2,0.24,incidence
PRK,17,408,408,"Korea, Democratic People Republic of",0,321,0.84,1.2,0.09,incidence
KOR,17,410,410,"Korea, Republic of",0,4738,3.8,9.2,0.39,incidence
KWT,17,414,414,Kuwait,0,20,0.47,0.46,0.06,incidence
KGZ,17,417,417,Kyrgyzstan,0,226,4.5,3.4,0.4,incidence
LAO,17,418,418,Lao People's Democratic Republic,0,108,2,1.4,0.22,incidence
LBN,17,422,422,Lebanon,0,344,4.2,5.2,0.42,incidence
LSO,17,426,426,Lesotho,0,58,3.5,2.7,0.17,incidence
LVA,17,428,428,Latvia,0,376,8.3,20.3,0.87,incidence
LBR,17,430,430,Liberia,0,77,2.2,1.5,0.23,incidence
LBY,17,434,434,Libya,0,72,1.3,1,0.14,incidence
LTU,17,440,440,Lithuania,0,294,3.1,11.1,0.3,incidence
LUX,17,442,442,Luxembourg,0,457,28.1,71.1,2.3,incidence
MDG,17,450,450,Madagascar,0,604,2.9,2.1,0.29,incidence
MWI,17,454,454,Malawi,0,371,3.2,1.8,0.34,incidence
MYS,17,458,458,Malaysia,0,517,1.4,1.6,0.15,incidence
MDV,17,462,462,Maldives,0,8,2.3,1.5,0.27,incidence
MLI,17,466,466,Mali,0,309,2.9,1.4,0.33,incidence
MLT,17,470,470,Malta,0,117,6.6,26.4,0.45,incidence
MTQ,17,474,474,"France, Martinique",0,82,8.6,21.9,0.93,incidence
MRT,17,478,478,Mauritania,0,72,2.3,1.5,0.25,incidence
MUS,17,480,480,Mauritius,0,93,4.2,7.3,0.47,incidence
MEX,17,484,484,Mexico,0,8621,5.3,6.6,0.54,incidence
MNG,17,496,496,Mongolia,0,48,1.8,1.4,0.18,incidence
MDA,17,498,498,Moldova,0,1439,20.1,35.9,2.8,incidence
MNE,17,499,499,Montenegro,0,229,16.9,36.5,2,incidence
MAR,17,504,504,Morocco,0,499,1.2,1.3,0.12,incidence
MOZ,17,508,508,Mozambique,0,837,3.7,2.5,0.35,incidence
OMN,17,512,512,Oman,0,54,1.6,1,0.19,incidence
NAM,17,516,516,Namibia,0,231,14.3,8.8,1.6,incidence
NPL,17,524,524,Nepal,0,242,0.87,0.8,0.09,incidence
NLD,17,528,528,The Netherlands,0,16095,29,93.5,2.8,incidence
NCL,17,540,540,New Caledonia,0,26,6,8.9,0.63,incidence
VUT,17,548,548,Vanuatu,0,0,0,0,0,incidence
NZL,17,554,554,New Zealand,0,10606,127.5,216.5,13.5,incidence
NIC,17,558,558,Nicaragua,0,167,2.7,2.5,0.27,incidence
NER,17,562,562,Niger,0,330,2.3,1.3,0.26,incidence
NGA,17,566,566,Nigeria,0,3028,2.5,1.4,0.27,incidence
NOR,17,578,578,Norway,0,2856,17.7,51.8,1.6,incidence
PAK,17,586,586,Pakistan,0,4810,2.9,2.1,0.32,incidence
PAN,17,591,591,Panama,0,243,3.7,5.5,0.25,incidence
PNG,17,598,598,Papua New Guinea,0,699,13.6,7.5,1.3,incidence
PRY,17,600,600,Paraguay,0,403,5.5,5.5,0.66,incidence
PER,17,604,604,Peru,0,3062,6.2,9.1,0.48,incidence
PHL,17,608,608,Philippines,0,1170,1.2,1,0.13,incidence
POL,17,616,616,Poland,0,6863,6,18.2,0.53,incidence
PRT,17,620,620,Portugal,0,2967,8.4,29.3,0.86,incidence
GNB,17,624,624,Guinea-Bissau,0,29,2.3,1.4,0.29,incidence
TLS,17,626,626,Timor-Leste,0,8,0.93,0.58,0.15,incidence
PRI,17,630,630,Puerto Rico,0,605,11,21.4,1,incidence
QAT,17,634,634,Qatar,0,14,0.69,0.47,0.11,incidence
REU,17,638,638,"France, La Réunion",0,1,0.04,0.11,0,incidence
ROU,17,642,642,Romania,0,4190,8.6,22,0.97,incidence
RUS,17,643,643,Russian Federation,0,21285,7.1,14.6,0.88,incidence
RWA,17,646,646,Rwanda,0,156,1.8,1.2,0.21,incidence
LCA,17,662,662,Saint Lucia,0,0,0,0,0,incidence
STP,17,678,678,Sao Tome and Principe,0,1,0.66,0.44,0.08,incidence
SAU,17,682,682,Saudi Arabia,0,345,1.3,0.96,0.13,incidence
SEN,17,686,686,Senegal,0,280,2.7,1.6,0.3,incidence
SRB,17,688,688,Serbia,0,1443,6.1,16.7,0.62,incidence
SLE,17,694,694,Sierra Leone,0,3,0.04,0.04,0,incidence
SGP,17,702,702,Singapore,0,449,3.7,7.6,0.37,incidence
SVK,17,703,703,Slovakia,0,1640,11.5,30,0.98,incidence
VNM,17,704,704,Viet Nam,0,1357,1.1,1.4,0.12,incidence
SVN,17,705,705,Slovenia,0,683,9.2,32.9,0.84,incidence
SOM,17,706,706,Somalia,0,258,3,1.5,0.32,incidence
ZAF,17,710,710,South Africa,0,10424,19.8,17.2,2.1,incidence
ZWE,17,716,716,Zimbabwe,0,413,4.8,2.7,0.54,incidence
ESP,17,724,724,Spain,0,14201,9.1,30.4,0.98,incidence
SSD,17,728,728,South Sudan,0,137,2,1.2,0.22,incidence
SDN,17,729,729,Sudan,0,510,1.7,1.1,0.19,incidence
SUR,17,740,740,Suriname,0,16,2.5,2.7,0.31,incidence
SWZ,17,748,748,Eswatini,0,35,4.2,3,0.44,incidence
SWE,17,752,752,Sweden,0,7467,21.2,73.1,1.9,incidence
CHE,17,756,756,Switzerland,0,10177,37.5,116,3.8,incidence
SYR,17,760,760,Syrian Arab Republic,0,421,2.8,2.2,0.3,incidence
TJK,17,762,762,Tajikistan,0,101,1.7,1,0.16,incidence
THA,17,764,764,Thailand,0,3204,2.3,4.6,0.25,incidence
TGO,17,768,768,Togo,0,199,3.4,2.3,0.4,incidence
TTO,17,780,780,Trinidad and Tobago,0,13,0.61,0.92,0.04,incidence
ARE,17,784,784,United Arab Emirates,0,81,1.7,0.8,0.2,incidence
TUN,17,788,788,Tunisia,0,456,2.9,3.8,0.33,incidence
TUR,17,792,792,Türkiye,0,8229,7.3,9.6,0.81,incidence
TKM,17,795,795,Turkmenistan,0,246,4.8,4,0.5,incidence
UGA,17,800,800,Uganda,0,429,1.8,0.89,0.2,incidence
UKR,17,804,804,Ukraine,0,4552,4.4,10.5,0.49,incidence
MKD,17,807,807,North Macedonia,0,328,7.2,15.8,0.89,incidence
EGY,17,818,818,Egypt,0,1939,2.2,1.8,0.25,incidence
GBR,17,826,826,United Kingdom,0,37473,17.3,54.7,1.6,incidence
TZA,17,834,834,"Tanzania, United Republic of",0,861,2.4,1.4,0.26,incidence
USA,17,840,840,United States of America,0,547639,63.3,163.6,6.3,incidence
BFA,17,854,854,Burkina Faso,0,230,2.1,1,0.21,incidence
URY,17,858,858,Uruguay,0,1153,17.2,33,2,incidence
UZB,17,860,860,Uzbekistan,0,402,1.4,1.2,0.14,incidence
VEN,17,862,862,Venezuela,0,4334,11.4,14.8,0.84,incidence
WSM,17,882,882,Samoa,0,0,0,0,0,incidence
YEM,17,887,887,Yemen,0,265,1.6,0.85,0.19,incidence
ZMB,17,894,894,Zambia,0,259,2.6,1.3,0.29,incidence
,,,,Total,,1234039,10.4,15.7,0.98,incidence
AFG,13,4,4,Afghanistan,0,369,1.9,0.91,0.22,incidence
ALB,13,8,8,Albania,0,302,5.3,10.5,0.63,incidence
DZA,13,12,12,Algeria,0,1168,2.6,2.6,0.3,incidence
AGO,13,24,24,Angola,0,283,1.6,0.81,0.19,incidence
AZE,13,31,31,Azerbaijan,0,363,3,3.5,0.37,incidence
ARG,13,32,32,Argentina,0,5554,7.9,12.1,0.92,incidence
AUS,13,36,36,Australia,0,3988,7,15.3,0.8,incidence
AUT,13,40,40,Austria,0,2159,9.4,23.8,1.1,incidence
BHS,13,44,44,Bahamas,0,16,3.1,4,0.32,incidence
BHR,13,48,48,Bahrain,0,28,2.8,1.6,0.35,incidence
BGD,13,50,50,Bangladesh,0,1377,0.88,0.82,0.1,incidence
ARM,13,51,51,Armenia,0,468,9.3,15.8,1.1,incidence
BRB,13,52,52,Barbados,0,39,6.1,13.5,0.78,incidence
BEL,13,56,56,Belgium,0,2338,7.5,20,0.81,incidence
BTN,13,64,64,Bhutan,0,14,2,1.8,0.27,incidence
BOL,13,68,68,Bolivia,0,395,3,3.3,0.35,incidence
BIH,13,70,70,Bosnia Herzegovina,0,502,7.1,15.5,0.89,incidence
BWA,13,72,72,Botswana,0,14,0.75,0.57,0.1,incidence
BRA,13,76,76,Brazil,0,14670,4.7,6.8,0.54,incidence
BLZ,13,84,84,Belize,0,9,2.6,2.2,0.25,incidence
SLB,13,90,90,Solomon Islands,0,7,1.7,0.97,0.14,incidence
BRN,13,96,96,Brunei Darussalam,0,18,4,4,0.5,incidence
BGR,13,100,100,Bulgaria,0,1280,7.5,18.7,0.9,incidence
MMR,13,104,104,Myanmar,0,754,1.3,1.4,0.16,incidence
BDI,13,108,108,Burundi,0,81,1.5,0.64,0.18,incidence
BLR,13,112,112,Belarus,0,1354,7.2,14.4,0.9,incidence
KHM,13,116,116,Cambodia,0,194,1.4,1.1,0.16,incidence
CMR,13,120,120,Cameroon,0,187,1.4,0.67,0.16,incidence
CAN,13,124,124,Canada,0,6939,7.5,18.1,0.88,incidence
CPV,13,132,132,Cape Verde,0,5,1.2,0.88,0.17,incidence
CAF,13,140,140,Central African Republic,0,29,1.2,0.58,0.16,incidence
LKA,13,144,144,Sri Lanka,0,275,0.83,1.3,0.1,incidence
TCD,13,148,148,Chad,0,159,2,0.91,0.22,incidence
CHL,13,152,152,Chile,0,1899,5.5,9.9,0.63,incidence
CHN,13,156,160,China,0,118672,4.4,8.4,0.52,incidence
COL,13,170,170,Colombia,0,2812,4,5.5,0.45,incidence
COM,13,174,174,Comoros,0,4,0.76,0.44,0.09,incidence
COG,13,178,178,"Congo, Republic of",0,37,1.1,0.64,0.14,incidence
COD,13,180,180,"Congo, Democratic People Republic of",0,667,1.4,0.7,0.17,incidence
CRI,13,188,188,Costa Rica,0,349,4.2,6.7,0.46,incidence
HRV,13,191,191,Croatia,0,801,7.3,19.7,0.9,incidence
CUB,13,192,192,Cuba,0,1081,4.4,9.6,0.51,incidence
CYP,13,196,196,Cyprus,0,215,8.6,17.6,0.93,incidence
CZE,13,203,203,Czechia,0,2479,9.3,23.1,1.1,incidence
BEN,13,204,204,Benin,0,208,3.2,1.6,0.34,incidence
DNK,13,208,208,Denmark,0,1354,8.5,23.2,0.92,incidence
DOM,13,214,214,Dominican Republic,0,622,5,5.6,0.57,incidence
ECU,13,218,218,Ecuador,0,773,3.7,4.3,0.39,incidence
SLV,13,222,222,El Salvador,0,220,2.6,3.4,0.28,incidence
GNQ,13,226,226,Equatorial Guinea,0,16,2.4,1.1,0.3,incidence
ETH,13,231,231,Ethiopia,0,944,1.4,0.78,0.16,incidence
ERI,13,232,232,Eritrea,0,28,1.2,0.76,0.14,incidence
EST,13,233,233,Estonia,0,302,8.6,22.9,1.1,incidence
FJI,13,242,242,Fiji,0,23,2.8,2.5,0.27,incidence
FIN,13,246,246,Finland,0,1497,8.9,27,1,incidence
FRA,13,250,250,France (metropolitan),0,15895,9.4,24.2,1.1,incidence
GUF,13,254,254,French Guyana,0,21,7.6,6.7,0.78,incidence
PYF,13,258,258,French Polynesia,0,19,4.6,6.7,0.48,incidence
DJI,13,262,262,Djibouti,0,11,1.4,1.1,0.18,incidence
GAB,13,266,266,Gabon,0,51,3.4,2.2,0.38,incidence
GEO,13,268,268,Georgia,0,419,5.4,10.6,0.66,incidence
GMB,13,270,270,The Republic of the Gambia,0,18,1.6,0.7,0.2,incidence
PSE,13,275,275,Gaza Strip and West Bank,0,131,4.6,2.5,0.51,incidence
DEU,13,276,276,Germany,0,21869,8.7,26.1,1,incidence
GHA,13,288,288,Ghana,0,348,1.7,1.1,0.22,incidence
GRC,13,300,300,Greece,0,2305,7.9,22.3,0.93,incidence
GLP,13,312,312,"France, Guadeloupe",0,76,8.2,19,1,incidence
GUM,13,316,316,Guam,0,12,4.3,7,0.44,incidence
GTM,13,320,320,Guatemala,0,350,2.5,1.9,0.29,incidence
GIN,13,324,324,Guinea,0,55,0.81,0.4,0.09,incidence
GUY,13,328,328,Guyana,0,18,2,2.3,0.22,incidence
HTI,13,332,332,Haiti,0,306,3.2,2.6,0.35,incidence
HND,13,340,340,Honduras,0,292,3.7,2.9,0.45,incidence
HUN,13,348,348,Hungary,0,2419,10.4,25.2,1.2,incidence
ISL,13,352,352,Iceland,0,56,7.2,16.2,0.89,incidence
IND,13,356,356,India,0,13661,0.96,0.97,0.12,incidence
IDN,13,360,360,Indonesia,0,5734,2,2.1,0.24,incidence
IRN,13,364,364,"Iran, Islamic Republic of",0,3494,3.9,4.1,0.51,incidence
IRQ,13,368,368,Iraq,0,766,3.2,1.8,0.4,incidence
IRL,13,372,372,Ireland,0,694,6.9,13.8,0.8,incidence
ISR,13,376,376,Israel,0,1185,8.2,13.3,0.93,incidence
ITA,13,380,380,Italy,0,15710,8,26.1,0.9,incidence
CIV,13,384,384,Côte d'Ivoire,0,311,2.3,1.1,0.28,incidence
JAM,13,388,388,Jamaica,0,144,3.7,4.8,0.45,incidence
JPN,13,392,392,Japan,0,47627,9.8,37.9,1.1,incidence
KAZ,13,398,398,Kazakhstan,0,1189,5.3,6.2,0.67,incidence
JOR,13,400,400,Jordan,0,289,3.8,2.8,0.46,incidence
KEN,13,404,404,Kenya,0,889,3.5,1.6,0.44,incidence
PRK,13,408,408,"Korea, Democratic People Republic of",0,1821,4.7,7,0.54,incidence
KOR,13,410,410,"Korea, Republic of",0,8891,7.5,17.3,0.88,incidence
KWT,13,414,414,Kuwait,0,110,3.3,2.5,0.39,incidence
KGZ,13,417,417,Kyrgyzstan,0,258,4.7,3.8,0.6,incidence
LAO,13,418,418,Lao People's Democratic Republic,0,78,1.4,1,0.15,incidence
LBN,13,422,422,Lebanon,0,306,3.9,4.6,0.47,incidence
LSO,13,426,426,Lesotho,0,20,1.2,0.92,0.15,incidence
LVA,13,428,428,Latvia,0,454,9.3,24.6,1.1,incidence
LBR,13,430,430,Liberia,0,42,1.4,0.79,0.17,incidence
LBY,13,434,434,Libya,0,228,3.8,3.2,0.43,incidence
LTU,13,440,440,Lithuania,0,605,8.5,22.7,0.97,incidence
LUX,13,442,442,Luxembourg,0,95,6.5,14.8,0.69,incidence
MDG,13,450,450,Madagascar,0,206,1.3,0.71,0.15,incidence
MWI,13,454,454,Malawi,0,53,0.5,0.26,0.07,incidence
MYS,13,458,458,Malaysia,0,1014,2.8,3.1,0.34,incidence
MDV,13,462,462,Maldives,0,7,1.9,1.3,0.24,incidence
MLI,13,466,466,Mali,0,261,2.9,1.2,0.35,incidence
MLT,13,470,470,Malta,0,107,9,24.1,1,incidence
MTQ,13,474,474,"France, Martinique",0,69,6.3,18.5,0.75,incidence
MRT,13,478,478,Mauritania,0,48,1.8,0.98,0.2,incidence
MUS,13,480,480,Mauritius,0,80,3.8,6.3,0.47,incidence
MEX,13,484,484,Mexico,0,5822,3.9,4.4,0.46,incidence
MNG,13,496,496,Mongolia,0,153,5.5,4.5,0.68,incidence
MDA,13,498,498,Moldova,0,548,8.1,13.7,1,incidence
MNE,13,499,499,Montenegro,0,76,5.8,12.1,0.64,incidence
MAR,13,504,504,Morocco,0,1229,2.8,3.3,0.36,incidence
MOZ,13,508,508,Mozambique,0,140,0.87,0.42,0.09,incidence
OMN,13,512,512,Oman,0,87,2.8,1.6,0.31,incidence
NAM,13,516,516,Namibia,0,19,1.2,0.72,0.17,incidence
NPL,13,524,524,Nepal,0,362,1.4,1.2,0.16,incidence
NLD,13,528,528,The Netherlands,0,3490,8.1,20.3,1,incidence
NCL,13,540,540,New Caledonia,0,27,6.5,9.3,0.74,incidence
VUT,13,548,548,Vanuatu,0,1,0.55,0.31,0.07,incidence
NZL,13,554,554,New Zealand,0,661,6,13.5,0.7,incidence
NIC,13,558,558,Nicaragua,0,235,3.8,3.5,0.44,incidence
NER,13,562,562,Niger,0,360,3.4,1.4,0.35,incidence
NGA,13,566,566,Nigeria,0,1344,1.3,0.62,0.15,incidence
NOR,13,578,578,Norway,0,1166,8.1,21.2,0.8,incidence
PAK,13,586,586,Pakistan,0,1116,0.69,0.49,0.08,incidence
PAN,13,591,591,Panama,0,183,3.1,4.1,0.34,incidence
PNG,13,598,598,Papua New Guinea,0,94,1.7,1,0.18,incidence
PRY,13,600,600,Paraguay,0,352,4.8,4.8,0.53,incidence
PER,13,604,604,Peru,0,1807,4.1,5.4,0.44,incidence
PHL,13,608,608,Philippines,0,4045,4.1,3.6,0.48,incidence
POL,13,616,616,Poland,0,5881,6.7,15.6,0.81,incidence
PRT,13,620,620,Portugal,0,2158,6.8,21.3,0.78,incidence
GNB,13,624,624,Guinea-Bissau,0,9,0.94,0.44,0.15,incidence
TLS,13,626,626,Timor-Leste,0,16,1.8,1.2,0.23,incidence
PRI,13,630,630,Puerto Rico,0,391,5.3,13.8,0.62,incidence
QAT,13,634,634,Qatar,0,35,2.1,1.2,0.24,incidence
REU,13,638,638,"France, La Réunion",0,97,6,10.7,0.71,incidence
ROU,13,642,642,Romania,0,3389,7.9,17.8,0.96,incidence
RUS,13,643,643,Russian Federation,0,21842,7.8,15,0.99,incidence
RWA,13,646,646,Rwanda,0,60,0.73,0.44,0.09,incidence
LCA,13,662,662,Saint Lucia,0,11,3.6,5.9,0.37,incidence
STP,13,678,678,Sao Tome and Principe,0,3,2.3,1.3,0.24,incidence
SAU,13,682,682,Saudi Arabia,0,579,2,1.6,0.24,incidence
SEN,13,686,686,Senegal,0,166,1.8,0.94,0.21,incidence
SRB,13,688,688,Serbia,0,1433,7.6,16.6,0.91,incidence
SLE,13,694,694,Sierra Leone,0,27,0.65,0.33,0.1,incidence
SGP,13,702,702,Singapore,0,923,7.7,15.5,0.91,incidence
SVK,13,703,703,Slovakia,0,1008,8.6,18.5,1,incidence
VNM,13,704,704,Viet Nam,0,1251,1,1.3,0.12,incidence
SVN,13,705,705,Slovenia,0,458,8.3,22,1,incidence
SOM,13,706,706,Somalia,0,149,2,0.88,0.23,incidence
ZAF,13,710,710,South Africa,0,2779,5.3,4.6,0.61,incidence
ZWE,13,716,716,Zimbabwe,0,200,2.7,1.3,0.31,incidence
ESP,13,724,724,Spain,0,8823,7.5,18.9,0.92,incidence
SSD,13,728,728,South Sudan,0,113,1.8,0.97,0.21,incidence
SDN,13,729,729,Sudan,0,288,1.1,0.63,0.12,incidence
SUR,13,740,740,Suriname,0,26,3.8,4.4,0.42,incidence
SWZ,13,748,748,Eswatini,0,9,1.4,0.76,0.18,incidence
SWE,13,752,752,Sweden,0,2413,9.3,23.6,1.1,incidence
CHE,13,756,756,Switzerland,0,1958,8.5,22.3,0.98,incidence
SYR,13,760,760,Syrian Arab Republic,0,619,4.2,3.2,0.47,incidence
TJK,13,762,762,Tajikistan,0,79,1.3,0.79,0.12,incidence
THA,13,764,764,Thailand,0,3314,2.5,4.7,0.3,incidence
TGO,13,768,768,Togo,0,62,1.5,0.71,0.16,incidence
TTO,13,780,780,Trinidad and Tobago,0,111,4.7,7.9,0.51,incidence
ARE,13,784,784,United Arab Emirates,0,85,2.4,0.84,0.26,incidence
TUN,13,788,788,Tunisia,0,513,3.3,4.3,0.39,incidence
TUR,13,792,792,Türkiye,0,8636,7.7,10.1,0.9,incidence
TKM,13,795,795,Turkmenistan,0,134,2.6,2.2,0.31,incidence
UGA,13,800,800,Uganda,0,290,1.6,0.6,0.2,incidence
UKR,13,804,804,Ukraine,0,5514,6.4,12.8,0.83,incidence
MKD,13,807,807,North Macedonia,0,253,6.5,12.2,0.84,incidence
EGY,13,818,818,Egypt,0,3349,3.8,3.2,0.46,incidence
GBR,13,826,826,United Kingdom,0,11351,6.7,16.6,0.77,incidence
TZA,13,834,834,"Tanzania, United Republic of",0,510,1.8,0.81,0.22,incidence
USA,13,840,840,United States of America,0,60127,8.6,18,1,incidence
BFA,13,854,854,Burkina Faso,0,704,6.6,3.2,0.73,incidence
URY,13,858,858,Uruguay,0,816,11.4,23.3,1.3,incidence
UZB,13,860,860,Uzbekistan,0,1128,3.7,3.3,0.46,incidence
VEN,13,862,862,Venezuela,0,1475,4.2,5,0.49,incidence
WSM,13,882,882,Samoa,0,10,6.1,4.9,0.9,incidence
YEM,13,887,887,Yemen,0,334,2,1.1,0.21,incidence
ZMB,13,894,894,Zambia,0,109,1.4,0.56,0.16,incidence
,,,,Total,,510793,4.7,6.5,0.53,incidence
AFG,27,4,4,Afghanistan,0,521,6.5,2.5,0.81,incidence
ALB,27,8,8,Albania,0,419,12.2,28.7,0.98,incidence
DZA,27,12,12,Algeria,0,3514,15.5,15.3,1.9,incidence
AGO,27,24,24,Angola,0,2618,47.9,15.1,5.7,incidence
AZE,27,31,31,Azerbaijan,0,565,10.8,11,1.5,incidence
ARG,27,32,32,Argentina,0,12836,44.7,57.2,5.9,incidence
AUS,27,36,36,Australia,0,18213,77.2,140.3,9.8,incidence
AUT,27,40,40,Austria,0,5934,61,132.6,8,incidence
BHS,27,44,44,Bahamas,0,199,89.1,102.2,10.4,incidence
BHR,27,48,48,Bahrain,0,74,13.4,6.4,1.8,incidence
BGD,27,50,50,Bangladesh,0,2335,3.2,2.8,0.4,incidence
ARM,27,51,51,Armenia,0,763,37.2,54.6,5.1,incidence
BRB,27,52,52,Barbados,0,263,100.5,188.4,11.9,incidence
BEL,27,56,56,Belgium,0,10523,81.7,181.7,10.3,incidence
BTN,27,64,64,Bhutan,0,5,1.1,1.2,0.12,incidence
BOL,27,68,68,Bolivia,0,1935,34.2,32.2,4.4,incidence
BIH,27,70,70,Bosnia Herzegovina,0,922,24.5,58,3.1,incidence
BWA,27,72,72,Botswana,0,159,23.9,13.4,2.8,incidence
BRA,27,76,76,Brazil,0,102519,76.3,97,9.4,incidence
BLZ,27,84,84,Belize,0,66,39.5,32.2,4.6,incidence
SLB,27,90,90,Solomon Islands,0,83,37.9,22.6,4.6,incidence
BRN,27,96,96,Brunei Darussalam,0,43,21.4,18.6,2.6,incidence
BGR,27,100,100,Bulgaria,0,3122,38.2,94,4.8,incidence
MMR,27,104,104,Myanmar,0,904,4.2,3.4,0.52,incidence
BDI,27,108,108,Burundi,0,822,38,13.1,4.5,incidence
BLR,27,112,112,Belarus,0,4972,68.2,113.1,9.2,incidence
KHM,27,116,116,Cambodia,0,249,5.2,3,0.54,incidence
CMR,27,120,120,Cameroon,0,2050,38.6,14.7,4.7,incidence
CAN,27,124,124,Canada,0,25560,60.1,134.1,7.8,incidence
CPV,27,132,132,Cape Verde,0,77,43.6,27,5.2,incidence
CAF,27,140,140,Central African Republic,0,257,31.3,10.3,3.6,incidence
LKA,27,144,144,Sri Lanka,0,1019,6.5,9.9,0.79,incidence
TCD,27,148,148,Chad,0,2582,82.2,29.7,10.6,incidence
CHL,27,152,152,Chile,0,9678,62.3,101.9,7.3,incidence
CHN,27,156,160,China,0,134156,9.7,18.6,1.1,incidence
